,location,total_sqft,bath,price,bedroom
5844,Other,1100.0,2.0,62.7,2
5845,Other,930.0,2.0,45.0,2
5846,Other,1650.0,2.0,80.0,3
5847,Other,2197.0,4.0,280.0,3
5848,Other,1240.0,2.0,46.0,3
5849,Other,1100.0,2.0,60.0,2
5850,Other,1600.0,3.0,172.0,4
5851,Other,1450.0,2.0,85.0,3
5852,Other,2000.0,3.0,166.0,4
5853,Other,700.0,2.0,27.0,2
5854,Other,1050.0,2.0,45.0,2
5855,Other,1250.0,3.0,39.5,3
5856,Other,1756.0,3.0,100.0,3
5857,Other,1532.0,3.0,92.0,3
5858,Other,1650.0,3.0,110.0,3
5859,Other,1200.0,2.0,66.0,2
5860,Other,1180.0,2.0,48.0,2
5861,Other,1525.0,2.0,122.0,3
5862,Other,1435.0,3.0,70.0,3
5863,Other,600.0,3.0,75.0,3
5864,Other,1560.0,2.0,66.0,3
5865,Other,1070.0,2.0,42.0,2
5866,Other,2400.0,3.0,200.0,4
5867,Other,1000.0,2.0,130.0,2
5868,Other,1300.0,2.0,60.0,2
5869,Other,3040.0,1.0,180.0,2
5870,Other,1310.0,2.0,50.0,3
5871,Other,1390.0,3.0,120.0,3
5872,Other,1200.0,4.0,72.0,4
5873,Other,1135.0,2.0,68.0,2
5874,Other,900.0,2.0,55.0,2
5875,Other,1378.0,2.0,42.33,3
5876,Other,1210.0,2.0,62.0,2
5877,Other,1464.0,3.0,56.0,3
5878,Other,2500.0,3.0,250.0,3
5879,Other,1600.0,3.0,80.0,3
5880,Other,1250.0,3.0,39.5,3
5881,Other,1100.0,2.0,50.0,2
5882,Other,1269.72,2.0,68.0,2
5883,Other,1168.0,3.0,70.0,3
5884,Other,1552.0,2.0,51.0,2
5885,Other,2100.0,4.0,155.0,4
5886,Other,1300.0,2.0,65.0,2
5887,Other,1515.0,3.0,93.93,3
5888,Other,2400.0,5.0,85.0,4
5889,Other,1243.0,2.0,58.0,2
5890,Other,1616.0,3.0,75.0,3
5891,Other,1800.0,6.0,44.5,5
5892,Other,1200.0,4.0,135.0,6
5893,Other,2700.0,4.0,214.0,6
5894,Other,2000.0,3.0,210.0,3
5895,Other,2400.0,4.0,300.0,5
5896,Other,1760.0,3.0,176.0,3
5897,Other,595.0,1.0,42.0,1
5898,Other,1410.0,2.0,67.0,2
5899,Other,1090.0,2.0,31.48,2
5900,Other,1254.0,2.0,53.0,2
5901,Other,2800.0,7.0,125.0,7
5902,Other,1170.0,2.0,86.0,2
5903,Other,2200.0,4.0,235.0,4
5904,Other,1000.0,2.0,50.0,2
5905,Other,8000.0,27.0,230.0,27
5906,Other,920.0,2.0,35.0,2
5907,Other,2400.0,3.0,142.0,4
5908,Other,1464.0,3.0,56.0,3
5909,Other,1280.0,2.0,40.0,2
5910,Other,2000.0,3.0,85.0,3
5911,Other,1650.0,3.0,175.0,3
5912,Other,840.0,2.0,27.0,2
5913,Other,1670.0,3.0,91.86,3
5914,Other,1242.0,2.0,39.7,2
5915,Other,1690.0,2.0,55.0,3
5916,Other,1488.0,3.0,57.0,3
5917,Other,1250.0,2.0,80.0,3
5918,Other,1650.0,4.0,160.0,3
5919,Other,800.0,2.0,50.0,2
5920,Other,1225.0,2.0,150.0,2
5921,Other,1260.0,2.0,58.0,2
5922,Other,3675.0,4.0,367.0,4
5923,Other,1200.0,2.0,150.0,2
5924,Other,1350.0,4.0,130.0,5
5925,Other,1250.0,2.0,65.0,2
5926,Other,600.0,2.0,60.0,3
5927,Other,1225.0,2.0,48.0,2
5928,Other,1350.0,2.0,80.0,2
5929,Other,2000.0,3.0,100.0,3
5930,Other,1614.0,3.0,110.0,3
5931,Other,1188.0,2.0,73.0,2
5932,Other,1480.0,3.0,90.0,3
5933,Other,680.0,2.0,42.0,2
5934,Other,2400.0,2.0,95.0,2
5935,Other,1045.0,2.0,42.0,2
5936,Other,955.0,2.0,53.55,2
5937,Other,1115.0,2.0,56.87,2
5938,Other,2479.13,3.0,215.0,3
5939,Other,1100.0,2.0,106.0,2
5940,Other,1690.0,3.0,75.0,3
5941,Other,1068.0,2.0,40.05,2
5942,Other,1925.0,3.0,120.0,3
5943,Other,650.0,1.0,26.0,1
5944,Other,1410.0,2.0,45.12,3
5945,Other,2000.0,3.0,207.0,3
5946,Other,1050.0,2.0,110.0,2
5947,Other,1130.0,3.0,38.0,3
5948,Other,2204.0,2.0,305.0,3
5949,Other,900.0,2.0,45.0,2
5950,Other,1550.0,2.0,70.0,3
5951,Other,916.0,2.0,42.0,2
5952,Other,1358.0,3.0,50.0,3
5953,Other,1936.0,2.0,54.21,3
5954,Other,1685.0,2.0,110.0,3
5955,Other,850.0,2.0,33.0,2
5956,Other,1550.0,3.0,110.0,3
5957,Other,500.0,1.0,20.0,1
5958,Other,1146.0,2.0,38.5,2
5959,Other,3155.0,4.0,370.0,3
5960,Other,1765.0,3.0,105.0,3
5961,Other,1265.0,2.0,70.0,2
5962,Other,1012.0,2.0,59.0,2
5963,Other,2045.0,4.0,154.0,3
5965,Other,2400.0,4.0,280.0,6
5966,Other,581.91,2.0,25.0,1
5967,Other,1158.0,2.0,85.0,3
5968,Other,925.0,2.0,51.0,2
5969,Other,1415.0,2.0,110.0,2
5970,Other,1210.0,2.0,60.0,2
5971,Other,500.0,2.0,70.0,2
5972,Other,432.0,2.0,40.0,2
5973,Other,1100.0,2.0,55.0,2
5974,Other,4750.0,5.0,600.0,4
5975,Other,1840.0,3.0,155.0,3
5976,Other,1350.0,2.0,185.0,2
5977,Other,824.0,2.0,60.0,2
5978,Other,1340.0,2.0,100.0,3
5979,Other,1620.0,2.0,110.0,3
5980,Other,1533.0,3.0,115.0,3
5981,Other,1560.0,3.0,85.0,3
5982,Other,800.0,4.0,80.0,4
5983,Other,1375.0,2.0,48.06,3
5984,Other,750.0,1.0,25.0,1
5985,Other,1375.0,2.0,85.0,3
5986,Other,1095.0,2.0,40.0,2
5987,Other,720.0,3.0,65.0,3
5988,Other,1440.0,2.0,60.33,3
5989,Other,1200.0,2.0,49.5,2
5990,Other,975.0,2.0,43.0,2
5991,Other,2800.0,4.0,200.0,5
5992,Other,900.0,2.0,42.0,2
5993,Other,1500.0,3.0,88.0,3
5994,Other,1010.0,2.0,46.0,2
5995,Other,1200.0,6.0,137.0,5
5996,Other,1140.0,2.0,76.0,2
5997,Other,1198.0,2.0,84.0,2
5998,Other,4000.0,4.0,520.0,4
5999,Other,1470.0,4.0,34.5,4
6000,Other,1370.0,2.0,75.0,2
6001,Other,1316.0,2.0,55.5,2
6002,Other,1050.0,2.0,43.0,2
6003,Other,2400.0,7.0,110.0,6
6004,Other,1000.0,1.0,55.0,2
6005,Other,1200.0,2.0,125.0,2
6006,Other,1200.0,2.0,50.0,2
6007,Other,1313.0,2.0,58.27,2
6008,Other,936.0,2.0,42.0,2
6009,Other,1050.0,1.0,70.0,1
6010,Other,1200.0,2.0,80.0,3
6011,Other,1464.0,3.0,56.0,3
6012,Other,1200.0,4.0,169.0,4
6013,Other,1256.0,2.0,60.0,2
6014,Other,1020.0,2.0,37.0,2
6015,Other,830.0,2.0,34.0,2
6016,Other,1210.0,2.0,40.0,2
6017,Other,1520.0,2.0,62.0,2
6018,Other,2300.0,3.0,80.0,3
6019,Other,400.0,1.0,14.0,1
6020,Other,946.0,2.0,38.0,2
6021,Other,1575.0,4.0,150.0,5
6022,Other,860.0,1.0,43.0,2
6023,Other,4800.0,5.0,629.0,4
6024,Other,1200.0,2.0,70.0,2
6025,Other,1200.0,4.0,100.0,5
6026,Other,1700.0,3.0,80.0,3
6027,Other,1100.0,2.0,60.0,2
6028,Other,6040.0,4.0,170.0,5
6029,Other,1300.0,2.0,79.0,2
6030,Other,1311.0,2.0,48.0,2
6031,Other,3500.0,4.0,350.0,4
6032,Other,1400.0,2.0,55.0,3
6033,Other,1000.0,2.0,110.0,3
6034,Other,1942.0,3.0,102.0,3
6035,Other,1000.0,2.0,53.0,2
6036,Other,950.0,2.0,45.0,2
6037,Other,1022.0,2.0,52.0,2
6038,Other,990.0,2.0,44.55,2
6039,Other,2400.0,3.0,260.0,3
6040,Other,1533.0,3.0,85.0,3
6041,Other,1475.0,3.0,70.0,3
6042,Other,1135.0,2.0,55.0,2
6043,Other,1440.0,5.0,110.0,5
6044,Other,1452.55,2.0,110.0,2
6045,Other,2357.0,3.0,151.0,3
6046,Other,1170.0,2.0,105.0,2
6047,Other,296.0,1.0,22.89,1
6048,Other,1200.0,4.0,85.0,5
6049,Other,1411.0,3.0,91.72,3
6050,Other,1200.0,3.0,44.0,2
6051,Other,3095.0,3.0,375.0,3
6052,Other,1350.0,2.0,67.5,2
6053,Other,1100.0,3.0,78.0,3
6054,Other,1240.0,2.0,43.79,2
6055,Other,3600.0,4.0,365.0,4
6056,Other,1175.0,2.0,48.27,2
6057,Other,4000.0,4.0,170.0,4
6058,Other,1945.0,3.0,120.0,3
6059,Other,1465.0,2.0,74.72,3
6060,Other,1650.0,3.0,165.0,3
6061,Other,351.0,1.0,16.0,1
6062,Other,1550.0,2.0,150.0,3
6063,Other,1360.0,2.0,59.27,3
6064,Other,1150.0,2.0,75.0,3
6065,Other,1200.0,3.0,74.0,3
6066,Other,1229.0,3.0,86.03,3
6067,Other,1030.0,2.0,61.0,2
6068,Other,600.0,1.0,32.0,1
6069,Other,1165.0,2.0,135.0,2
6070,Other,1107.0,2.0,33.0,2
6071,Other,1520.0,3.0,80.0,3
6072,Other,3000.0,4.0,240.0,4
6073,Other,1050.0,2.0,38.0,2
6074,Other,1315.0,2.0,90.0,2
6075,Other,1210.0,2.0,72.0,2
6077,Other,1215.0,3.0,42.2,3
6078,Other,30000.0,4.0,2100.0,4
6079,Other,1445.0,3.0,64.0,3
6080,Other,1170.0,2.0,68.0,2
6081,Other,1600.0,2.0,110.0,2
6082,Other,955.0,1.0,34.01,2
6083,Other,1370.0,2.0,75.0,3
6084,Other,1187.0,2.0,45.0,2
6085,Other,600.0,2.0,30.0,3
6086,Other,1980.0,3.0,224.0,3
6087,Other,1100.0,2.0,38.45,2
6088,Other,1700.0,3.0,97.0,3
6089,Other,1900.0,3.0,160.0,3
6090,Other,1360.0,3.0,55.0,3
6091,Other,1100.0,2.0,75.0,2
6092,Other,1929.0,3.0,115.0,3
6093,Other,3161.0,4.0,214.0,4
6094,Other,1020.0,2.0,40.0,2
6095,Other,3515.0,3.0,420.0,3
6096,Other,1051.0,2.0,33.0,2
6097,Other,1100.0,2.0,70.0,2
6098,Other,1455.0,2.0,56.0,3
6099,Other,440.0,1.0,28.0,1
6100,Other,4200.0,4.0,255.0,4
6101,Other,1200.0,2.0,55.0,2
6102,Other,700.0,1.0,41.0,1
6103,Other,1300.0,2.0,49.0,3
6104,Other,1400.0,2.0,67.0,2
6105,Other,1200.0,2.0,53.0,2
6106,Other,1535.0,3.0,55.0,3
6107,Other,3000.0,3.0,250.0,3
6108,Other,1100.0,2.0,61.0,2
6109,Other,1260.0,1.0,41.0,1
6110,Other,1500.0,1.0,37.5,1
6111,Other,600.0,1.0,17.0,1
6112,Other,1360.0,2.0,65.0,3
6113,Other,1165.0,2.0,75.0,2
6114,Other,1272.0,4.0,75.0,3
6115,Other,965.0,2.0,45.0,2
6116,Other,1600.0,5.0,140.0,5
6117,Other,780.0,2.0,25.0,2
6118,Other,1000.0,2.0,65.0,3
6119,Other,1121.0,2.0,43.72,2
6120,Other,2400.0,4.0,325.0,3
6121,Other,674.0,1.0,19.9,2
6122,Other,1463.0,1.0,142.0,2
6123,Other,1306.0,2.0,58.0,3
6124,Other,2401.0,3.0,185.0,3
6125,Other,1875.0,2.0,235.0,3
6126,Other,1600.0,7.0,104.0,7
6127,Other,1225.0,2.0,47.0,2
6128,Other,890.0,1.0,75.0,1
6129,Other,1110.0,2.0,51.0,2
6130,Other,1300.0,2.0,54.0,2
6131,Other,2400.0,3.0,290.0,3
6132,Other,960.0,2.0,32.0,2
6133,Other,1690.0,3.0,100.0,3
6134,Other,799.0,2.0,38.0,2
6135,Other,1355.0,3.0,61.0,3
6136,Other,1350.0,2.0,90.0,2
6137,Other,1460.0,3.0,88.0,3
6138,Other,1685.0,3.0,95.0,3
6139,Other,800.0,1.0,52.0,1
6140,Other,4000.0,5.0,280.0,4
6141,Other,1100.0,4.0,150.0,5
6142,Other,1100.0,2.0,53.0,2
6143,Other,792.0,2.0,70.0,2
6144,Other,2000.0,4.0,103.0,5
6145,Other,1147.0,2.0,54.0,2
6146,Other,2400.0,5.0,235.0,5
6147,Other,2100.0,3.0,75.0,3
6148,Other,1215.0,2.0,46.5,3
6149,Other,461.82,1.0,31.7,1
6150,Other,1500.0,2.0,85.0,3
6151,Other,1065.0,2.0,50.0,2
6152,Other,1205.0,2.0,42.18,2
6153,Other,1260.0,2.0,75.0,2
6154,Other,1199.0,2.0,50.0,2
6156,Other,1070.0,2.0,33.0,2
6157,Other,2820.0,3.0,285.0,3
6158,Other,1950.0,3.0,130.0,3
6159,Other,1326.0,2.0,62.17,2
6160,Other,1350.0,2.0,140.0,3
6161,Other,4051.0,4.0,345.0,4
6162,Other,2100.0,3.0,170.0,3
6163,Other,1991.0,3.0,160.0,3
6164,Other,1234.0,2.0,61.0,2
6165,Other,1200.0,3.0,66.0,3
6166,Other,2220.0,4.0,65.0,3
6167,Other,3000.0,4.0,342.0,4
6168,Other,2400.0,6.0,245.0,6
6169,Other,1069.0,2.0,55.0,2
6170,Other,1375.0,2.0,105.0,2
6171,Other,1693.0,3.0,108.0,3
6172,Other,1160.0,2.0,41.75,2
6173,Other,900.0,2.0,45.0,2
6174,Other,1175.0,2.0,48.0,2
6175,Other,1200.0,2.0,50.0,2
6176,Other,600.0,2.0,23.0,2
6177,Other,1364.0,2.0,70.0,2
6178,Other,1150.0,2.0,77.5,3
6179,Other,1146.0,2.0,39.5,2
6180,Other,1110.0,2.0,41.0,2
6181,Other,1156.0,2.0,49.5,2
6182,Other,1058.0,2.0,60.0,2
6183,Other,900.0,1.0,30.0,1
6184,Other,1672.0,3.0,150.0,3
6185,Other,1500.0,2.0,65.0,3
6186,Other,1400.0,2.0,65.0,2
6187,Other,1250.0,3.0,139.0,3
6188,Other,1468.0,3.0,130.0,2
6189,Other,1166.0,2.0,53.0,2
6190,Other,900.0,2.0,46.0,2
6191,Other,1190.0,3.0,55.0,3
6192,Other,1480.0,2.0,145.0,3
6193,Other,1500.0,3.0,65.0,3
6194,Other,820.0,2.0,24.0,2
6195,Other,2280.0,3.0,285.0,3
6196,Other,2000.0,3.0,200.0,3
6197,Other,1033.0,2.0,32.0,3
6198,Other,1460.0,2.0,73.0,3
6199,Other,1080.0,2.0,75.0,3
6200,Other,2400.0,2.0,150.0,3
6201,Other,1070.0,2.0,35.0,2
6202,Other,1125.0,2.0,75.0,2
6203,Other,1596.0,3.0,95.0,3
6204,Other,1200.0,5.0,150.0,6
6205,Other,1200.0,7.0,170.0,6
6206,Other,1639.0,3.0,123.0,3
6207,Other,920.0,2.0,37.0,2
6208,Other,1740.0,3.0,199.0,3
6209,Other,1372.0,2.0,90.0,3
6210,Other,885.0,2.0,40.0,2
6211,Other,6200.0,5.0,720.0,5
6212,Other,1490.0,2.0,59.6,3
6213,Other,1650.0,4.0,99.0,4
6214,Other,925.0,2.0,63.0,2
6215,Other,1200.0,3.0,95.0,4
6216,Other,1200.0,2.0,79.0,2
6217,Other,2500.0,3.0,270.0,3
6218,Other,1584.0,3.0,145.0,4
6219,Other,1570.0,3.0,115.0,3
6220,Other,3000.0,3.0,400.0,3
6221,Other,2400.0,6.0,130.0,6
6222,Other,1680.0,3.0,85.0,3
6223,Other,1464.0,2.0,56.0,2
6224,Other,1750.0,3.0,180.0,3
6225,Other,1500.0,1.0,160.0,2
6226,Other,2100.0,6.0,275.0,6
6227,Other,1200.0,2.0,50.0,2
6228,Other,705.0,1.0,36.5,1
6229,Other,1340.0,3.0,77.0,3
6230,Other,1800.0,3.0,70.0,3
6231,Other,925.0,2.0,42.0,2
6232,Other,1230.0,2.0,57.0,2
6233,Other,1260.0,1.0,41.0,1
6234,Other,1200.0,2.0,125.0,2
6235,Other,1270.0,2.0,175.0,4
6236,Other,1200.0,3.0,130.0,3
6238,Other,1100.0,2.0,39.5,2
6239,Other,3100.0,5.0,385.0,4
6240,Other,1219.0,2.0,40.0,2
6241,Other,1200.0,4.0,150.0,4
6242,Other,3259.0,3.0,270.0,3
6243,Other,3200.0,3.0,190.0,4
6244,Other,970.0,2.0,40.0,2
6245,Other,596.0,1.0,42.0,1
6246,Other,10000.0,16.0,550.0,16
6247,Other,1200.0,4.0,110.0,4
6248,Other,1910.0,3.0,190.0,3
6249,Other,1405.0,2.0,70.0,3
6250,Other,1800.0,3.0,65.0,3
6251,Other,1750.0,3.0,149.0,3
6252,Other,1360.0,2.0,65.0,3
6253,Other,985.0,2.0,63.0,2
6254,Other,1300.0,2.0,129.0,2
6255,Other,1490.0,2.0,88.0,3
6256,Other,620.0,1.0,25.0,2
6257,Other,4428.0,4.0,255.0,4
6258,Other,1301.0,2.0,55.0,2
6259,Other,650.0,1.0,30.0,1
6260,Other,1500.0,2.0,89.99,3
6261,Other,1350.0,4.0,145.0,4
6262,Other,910.0,1.0,42.0,1
6263,Other,1250.0,3.0,39.0,3
6264,Other,2000.0,3.0,85.0,3
6265,Other,532.0,1.0,22.49,1
6266,Other,1060.0,3.0,62.0,3
6267,Other,902.0,2.0,42.0,2
6268,Other,1550.0,2.0,160.0,2
6269,Other,1374.0,2.0,70.0,3
6270,Other,2145.0,4.0,125.0,4
6271,Other,1080.0,2.0,55.0,2
6272,Other,1000.0,2.0,80.0,2
6273,Other,1240.0,2.0,52.6,2
6274,Other,1500.0,2.0,97.0,3
6275,Other,1865.0,4.0,140.0,3
6276,Other,1200.0,2.0,49.0,2
6277,Other,3500.0,4.0,245.0,4
6278,Other,1203.0,2.0,59.86,2
6279,Other,1600.0,3.0,76.0,3
6280,Other,1134.0,2.0,40.0,2
6281,Other,1320.0,2.0,73.0,3
6282,Other,2150.0,6.0,205.0,6
6283,Other,1100.0,2.0,56.1,2
6284,Other,2400.0,5.0,120.0,5
6285,Other,675.0,3.0,52.0,2
6286,Other,1801.0,3.0,139.0,3
6287,Other,1350.0,2.0,65.0,3
6288,Other,2990.0,4.0,324.0,4
6289,Other,2400.0,2.0,160.0,2
6290,Other,1250.0,3.0,40.0,3
6291,Other,1150.0,2.0,75.0,2
6292,Other,1200.0,3.0,165.0,3
6293,Other,1400.0,2.0,62.0,3
6294,Other,1488.0,2.0,60.0,3
6295,Other,4500.0,9.0,166.0,9
6296,Other,1853.0,3.0,82.0,3
6297,Other,861.0,2.0,35.0,2
6298,Other,1256.0,2.0,62.8,2
6299,Other,1390.0,2.0,80.0,3
6300,Other,1550.0,2.0,90.0,3
6301,Other,1310.0,2.0,37.83,3
6302,Other,1080.0,2.0,39.0,2
6303,Other,1500.0,4.0,110.0,4
6304,Other,1531.0,3.0,72.0,3
6305,Other,1839.0,3.0,165.0,3
6306,Other,1200.0,2.0,55.0,2
6307,Other,900.0,2.0,70.0,2
6309,Other,1500.0,3.0,149.0,3
6310,Other,1650.0,2.0,52.0,3
6311,Other,1100.0,2.0,38.0,2
6312,Other,750.0,2.0,50.0,1
6313,Other,600.0,3.0,75.0,2
6314,Other,1605.0,2.0,85.0,3
6315,Other,1205.0,2.0,60.0,2
6316,Other,1200.0,3.0,46.14,2
6317,Other,1125.0,2.0,44.0,2
6318,Other,1200.0,2.0,70.0,2
6319,Other,1200.0,2.0,160.0,2
6320,Other,1904.0,3.0,155.0,3
6321,Other,2770.0,4.0,315.0,3
6322,Other,813.0,1.0,39.0,1
6323,Other,3884.0,4.0,240.0,4
6324,Other,4750.0,2.0,120.0,4
6325,Other,1630.0,2.0,97.78,3
6326,Other,1090.0,2.0,36.0,2
6327,Other,2425.0,4.0,173.0,4
6328,Other,1150.0,2.0,56.0,2
6329,Other,1141.0,2.0,49.0,2
6330,Other,936.0,2.0,43.0,2
6331,Other,1280.0,2.0,75.0,2
6332,Other,735.0,1.0,75.0,1
6333,Other,500.0,1.0,24.0,1
6334,Other,1100.0,2.0,50.0,2
6335,Other,1200.0,4.0,145.0,3
6336,Other,1200.0,2.0,100.0,2
6337,Other,1200.0,3.0,160.0,3
6338,Other,1265.0,2.0,82.0,3
6339,Other,3200.0,5.0,150.0,4
6340,Other,1196.0,2.0,56.81,2
6341,Other,1850.0,3.0,98.0,3
6342,Other,2360.0,4.0,150.0,4
6343,Other,1030.0,2.0,77.25,2
6344,Other,1512.0,1.0,65.01,2
6345,Other,2000.0,3.0,160.0,3
6346,Other,1575.0,3.0,93.0,3
6347,Other,1300.0,2.0,70.0,3
6348,Other,975.0,2.0,50.0,2
6349,Other,1380.0,2.0,75.0,2
6350,Other,5800.0,5.0,80.0,5
6351,Other,1000.0,2.0,45.0,2
6352,Other,3000.0,5.0,100.0,4
6353,Other,1080.0,2.0,45.0,2
6354,Other,3100.0,3.0,250.0,3
6355,Other,1190.0,2.0,100.0,2
6356,Other,1827.0,3.0,100.0,3
6357,Other,1500.0,3.0,95.0,3
6358,Other,1180.0,2.0,63.0,2
6359,Other,1300.0,3.0,47.0,3
6360,Other,971.0,2.0,135.0,4
6361,Other,1155.0,2.0,60.0,3
6362,Other,1540.0,3.0,68.0,3
6363,Other,1206.0,2.0,38.5,2
6364,Other,1645.0,3.0,95.0,3
6365,Other,1200.0,4.0,170.0,4
6366,Other,1200.0,4.0,140.0,4
6367,Other,1200.0,2.0,55.0,3
6368,Other,1161.0,2.0,36.69,2
6369,Other,1097.0,2.0,65.0,2
6370,Other,1600.0,3.0,165.0,4
6371,Other,620.0,2.0,22.0,2
6372,Other,900.0,2.0,110.0,2
6373,Other,1200.0,2.0,125.0,2
6374,Other,1355.0,2.0,75.0,2
6375,Other,2000.0,3.0,85.0,3
6376,Other,7500.0,4.0,900.0,4
6377,Other,1280.0,2.0,49.75,2
6378,Other,4200.0,1.0,160.0,2
6379,Other,4104.0,4.0,360.0,4
6380,Other,1150.0,3.0,110.0,4
6381,Other,1215.0,2.0,49.85,2
6382,Other,1076.0,2.0,52.0,2
6383,Other,2080.0,2.0,150.0,2
6384,Other,1505.0,2.0,90.0,2
6385,Other,1200.0,3.0,95.75,3
6386,Other,1810.0,4.0,148.0,3
6387,Other,1250.0,2.0,39.0,2
6388,Other,1530.0,2.0,97.0,3
6389,Other,1500.0,3.0,70.0,3
6390,Other,2000.0,5.0,80.0,4
6391,Other,1410.0,2.0,45.12,3
6392,Other,2000.0,3.0,85.0,3
6393,Other,1500.0,2.0,130.0,3
6394,Other,1600.0,3.0,72.0,3
6395,Other,2100.0,6.0,71.0,6
6396,Other,2500.0,3.0,75.0,3
6397,Other,1400.0,2.0,80.0,2
6398,Other,1790.0,5.0,250.0,6
6399,Other,1533.0,3.0,150.0,3
6400,Other,1100.0,2.0,38.0,2
6402,Other,745.0,2.0,50.0,2
6403,Other,1460.0,3.0,70.0,3
6404,Other,1355.0,2.0,95.0,2
6405,Other,833.0,1.0,49.0,1
6406,Other,1037.0,2.0,36.28,2
6407,Other,3000.0,5.0,270.0,4
6408,Other,1220.0,2.0,68.0,2
6409,Other,3811.0,3.0,475.0,4
6410,Other,1545.0,3.0,85.0,3
6411,Other,780.0,2.0,35.0,2
6412,Other,1350.0,2.0,110.0,2
6413,Other,1350.0,2.0,41.0,2
6414,Other,1200.0,2.0,68.0,3
6415,Other,1200.0,4.0,120.0,5
6416,Other,1150.0,2.0,49.0,2
6417,Other,2000.0,4.0,180.0,5
6418,Other,1096.0,2.0,48.0,2
6419,Other,1094.0,2.0,44.0,2
6420,Other,1100.0,2.0,49.0,2
6421,Other,1280.0,4.0,115.0,4
6422,Other,1200.0,3.0,85.0,3
6423,Other,1086.0,2.0,47.5,2
6424,Other,1655.0,3.0,155.0,3
6425,Other,1150.0,2.0,74.0,2
6426,Other,1440.0,3.0,65.8,3
6427,Other,1200.0,2.0,108.0,3
6428,Other,1200.0,2.0,75.0,2
6429,Other,1225.0,3.0,60.0,3
6430,Other,1550.0,2.0,60.0,3
6431,Other,1650.0,3.0,75.0,3
6432,Other,1113.0,2.0,46.0,2
6433,Other,1500.0,2.0,203.0,2
6434,Other,1800.0,9.0,180.0,9
6435,Other,1800.0,2.0,72.0,3
6436,Other,1350.0,4.0,85.0,4
6437,Other,4500.0,9.0,500.0,9
6438,Other,935.0,2.0,32.73,2
6439,Other,600.0,3.0,85.0,2
6440,Other,2500.0,5.0,120.0,5
6441,Other,1550.0,3.0,160.0,3
6442,Other,1140.0,2.0,52.0,2
6443,Other,1050.0,2.0,40.0,2
6444,Other,1758.0,3.0,95.0,3
6445,Other,3179.0,5.0,351.0,4
6446,Other,909.0,2.0,40.0,3
6447,Other,1200.0,3.0,85.0,2
6448,Other,1200.0,2.0,34.0,2
6449,Other,1800.0,3.0,140.0,3
6450,Other,1000.0,2.0,48.0,2
6451,Other,1095.0,2.0,38.52,2
6452,Other,3900.0,4.0,333.0,4
6453,Other,2400.0,4.0,200.0,3
6454,Other,1645.0,3.0,87.5,3
6455,Other,1252.0,2.0,55.0,2
6456,Other,2600.0,3.0,140.0,3
6457,Other,950.0,2.0,60.0,2
6458,Other,2107.0,4.0,95.0,4
6459,Other,1450.0,3.0,68.0,3
6460,Other,2431.0,3.0,100.0,3
6461,Other,600.0,3.0,54.0,3
6462,Other,1155.0,2.0,56.0,2
6463,Other,1450.0,2.0,62.63,2
6464,Other,1900.0,3.0,205.0,3
6465,Other,1365.0,3.0,60.0,2
6466,Other,1402.0,2.0,85.0,3
6467,Other,1150.0,4.0,110.0,4
6468,Other,1550.0,3.0,75.0,3
6469,Other,2100.0,3.0,240.0,3
6470,Other,5000.0,4.0,290.0,4
6471,Other,2000.0,3.0,85.0,3
6472,Other,1100.0,2.0,45.0,2
6473,Other,1200.0,3.0,140.0,3
6474,Other,814.0,2.0,55.0,2
6475,Other,1100.0,2.0,44.0,2
6476,Other,830.0,2.0,37.0,2
6477,Other,435.0,1.0,19.5,1
6478,Other,1590.0,3.0,120.0,3
6480,Other,1100.0,2.0,48.0,2
6481,Other,1230.0,2.0,53.51,3
6482,Other,1450.0,2.0,89.6,3
6483,Other,1367.0,2.0,62.0,2
6484,Other,1340.0,2.0,77.0,2
6485,Other,1135.0,2.0,32.91,2
6486,Other,1745.0,3.0,77.0,3
6487,Other,1665.0,3.0,105.0,3
6488,Other,1220.0,2.0,48.79,2
6489,Other,2300.0,4.0,200.0,4
6490,Other,1210.0,2.0,76.0,2
6491,Other,1100.0,2.0,46.0,2
6492,Other,1286.0,3.0,67.0,3
6493,Other,1141.0,2.0,40.0,2
6494,Other,1140.0,2.0,45.0,2
6495,Other,1065.0,2.0,58.0,2
6496,Other,1082.0,2.0,42.0,3
6497,Other,1290.0,2.0,40.63,2
6498,Other,1636.0,3.0,97.0,3
6499,Other,3600.0,4.0,450.0,4
6500,Other,1450.0,3.0,42.0,3
6501,Other,1120.0,2.0,40.0,2
6502,Other,1200.0,3.0,72.0,3
6503,Other,1500.0,2.0,65.0,3
6505,Other,1100.0,2.0,47.0,2
6506,Other,1000.0,1.0,75.0,2
6507,Other,1388.0,3.0,69.99,3
6508,Other,905.0,1.0,52.0,1
6509,Other,1176.0,2.0,44.0,2
6510,Other,1170.0,2.0,86.0,2
6511,Other,4830.0,5.0,390.0,4
6512,Other,850.0,2.0,75.0,2
6513,Other,1103.0,2.0,55.0,2
6514,Other,1600.0,3.0,64.0,3
6515,Other,1100.0,2.0,55.0,2
6516,Other,2065.0,3.0,130.0,3
6517,Other,1150.0,2.0,125.0,2
6518,Other,1250.0,2.0,59.0,2
6519,Other,1115.0,2.0,46.0,2
6520,Other,2550.0,4.0,290.0,3
6521,Other,615.0,1.0,24.0,1
